微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
HrsE3ojLR,#新青年耀青春##我宣誓你接力# 百年传承 今日到我 激荡未来 壮志在我 青春万岁 强国有我 努力努力再努力x的秒拍视频  ,,无,"http://f.us.sinaimg.cn/000ketBElx07togCjApG0104120046Iv0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1648819947&ssig=QbLNtju%2FgF&KID=unistore,video",无,2019-04-26 22:09,微博视频号,190201,1000000,150224
Hrb96p774,重庆 火锅 开心开心 #极限挑战#  原图 ,,http://wx4.sinaimg.cn/large/a157f83bly1g2e8s0ju7sj21e02gw1ky.jpg,无,无,2019-04-25 01:36,无,388739,1000000,174648
HpT0Y15r2,新做的一首trap 可以欣赏一下 努力努力再努力x的微博视频  ,,无,"http://f.us.sinaimg.cn/001GcNHblx07t7KwvUZa01041200mHdh0E010.mp4?label=mp4_hd&template=544x960.24.0&Expires=1648819948&ssig=ujKnyybFcl&KID=unistore,video",无,2019-04-16 13:36,微博视频号,272131,1000000,328271
HpMwI6ZbW,#张艺兴掌掌眼# 最后一期 来看看这抹闪耀千年的蓝 P.S.想知道大家这段时间都学到了什么知识点 晚点来抽查 微博视频 #张艺兴掌掌眼#  ,,无,无,无,2019-04-15 21:05,微博视频,150182,1000000,233967
HpDMoEU5a,正确角度  原图 ,,http://wx1.sinaimg.cn/large/a157f83bly1g22js9go2bj20u00u0k2h.jpg,无,无,2019-04-14 22:49,无,322018,1000000,191829
HphO4F1Kx,哥 你丢在我手机里的照片给你找到了@岳云鹏  显示地图 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/a157f83bly1g1zuqk0ecej23a04dcu11.jpg,http://ww4.sinaimg.cn/large/a157f83bly1g1zuqos7luj23a04dc4qu.jpg",无,@岳云鹏,2019-04-12 14:53,三星A8s黑瞳全视屏,341127,1000000,178377
Hpb6W6Wzv,#张艺兴掌掌眼# 千年磨砺 温润有方 今天 来聊一聊身边玉 微博视频 #张艺兴掌掌眼#  ,,无,无,无,2019-04-11 21:50,微博视频,151475,1000000,110627
HoS0rciLp,#张艺兴掌掌眼# 一茶一壶一学问一起学习 微博视频 #张艺兴掌掌眼#  ,,无,无,无,2019-04-09 21:12,微博视频,148037,1000000,120198
Hoyart2fV,昨天结束后 和陈刚导演 姜滨总 李荣浩老师还有艾福杰尼老师一起去庆功宴 聊了很久 聊的很开心 聊这些孩子们巨大的进步 聊ninepercent都当哥哥了 聊时光的飞逝 聊我们永恒不变的是我们挚爱的音乐出道 是一件值得开心的事情 但是团队出道和个人能出道是不一样的 在一个团队里 是需要打配合的 由于个人能力和人气的不同 就是会有人更受重视 有人稍显被忽略 所有出道在团队里的孩子们 要认清这一点 一个表演 是为了整体效果 心里不要怀着“委屈感” 把自己表演那个部份做到足够好 会有属于你的目光停留在你的身上 unine这个组合 是限定团 是在有限的时间里组合在一起的 我也希望各位成员能真正体会这段一群人在一起奋斗的时光 过去了 你就只剩下一个人的单打独斗 不安全感会更大 因为你不再有伙伴了 所以 即便接下来的时光有一些小矛盾 也请好好珍惜你们的团队时光 只有你们九个人一起站在台上的时候 光芒是最大的 那是永生值得骄傲的光荣岁月没有出道的孩子们 我们这个职业就是一个很神奇的领域 有着各种奇妙的机会 记着你们答应过我的话 在摄影机看不到的地方 也要继续练习 你永远不知道机会什么时候从天而降 而我希望那时候 你们已经做好了准备我不算是最成功的艺人 但是也已经做了两年PD的工作 虽然中间有过挣扎 但是仍然以认识了你们二百位少年 并成为了你们的“PD”为荣 你们也教会了我很多 鼓舞了我很多 最后送给大家一句话共勉 岁月很长 唯有实力是我们最可信赖的能力另外真心感谢全体工作人员 四个月一并走来 大家辛苦了             [组图共3张]      原图                             ,,"http://ww2.sinaimg.cn/large/a157f83bly1g1u9aqetuwj22bc1jlhdv.jpg,http://ww2.sinaimg.cn/large/a157f83bly1g1u9asvnihj2334221hdx.jpg,http://ww1.sinaimg.cn/large/a157f83bly1g1u9aurp19j22711na7wi.jpg",无,无,2019-04-07 18:42,无,610760,999971,620869
HolJCpsOL,敢问路在何方 路在脚下 小时候看《西游记》的时候 就特别喜欢@蒋大为 老师的这首歌 现在有机会在#青春有你#的决赛舞台上一起合作 很荣幸 期待今晚的合作 更期待今晚训练生们的舞台 越努力越优秀 四个月的路程只是开始 不论结果如何 希望每一个人都能够享受舞台 今晚见  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/a157f83bly1g1srama7ohj23r048eu0x.jpg,http://ww2.sinaimg.cn/large/a157f83bly1g1sraq7jx3j22at1j74qq.jpg",无,无,2019-04-06 11:03,无,269849,1000000,144648
Ho6V32AJg,#张艺兴掌掌眼# 原来 天青色等的不只是烟雨 还有征战归家的热血将军 微博视频 #张艺兴掌掌眼#  ,,无,无,无,2019-04-04 21:20,微博视频,197746,1000000,114348
HnYilqkdv,日常不定期打卡✖️1 努力坚持 努力努力再努力x的秒拍视频  ,,无,"http://f.us.sinaimg.cn/00480bi9lx07sNF1dF5e01041200aynh0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1648820020&ssig=07NfbeA1Zw&KID=unistore,video",无,2019-04-03 23:22,微博视频号,252863,1000000,128203
HnFDGv2P2,#张艺兴掌掌眼# 鼻烟壶这个内画有点厉害 想试试 微博视频 #张艺兴掌掌眼#  ,,无,无,无,2019-04-01 23:53,微博视频,141454,1000000,116262
HnDvWan9l,大家好 我八块腹肌准备好了开玩笑的哈  [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/a157f83bly1g1nb590xsaj21b81yv4qt.jpg,http://ww3.sinaimg.cn/large/a157f83bly1g1nb5auhm7j21im29xx6s.jpg,http://ww2.sinaimg.cn/large/a157f83bly1g1nb56ygw0j21e0230e85.jpg",无,无,2019-04-01 18:28,无,378955,1000000,122221
Hn2o6F1Ee,#张艺兴掌掌眼# 葫芦有了 还缺个蝈蝈 微博视频 #张艺兴掌掌眼#  ,,无,无,无,2019-03-28 19:57,微博视频,179792,1000000,176769
HmCqsrbVl,有人可以推荐给我 香港 好吃的菠萝油们吗？唔该晒  原图 ,,http://wx3.sinaimg.cn/large/a157f83bly1g1fknhsp8bj20sg0g0q5b.jpg,无,无,2019-03-26 01:52,无,315695,1000000,127561
HmzLsa94Y,#张艺兴掌掌眼# 博物馆初体验之烫蜡 感谢@于鸿雁老于 老师的悉心讲解 每一门倾注匠心的传统工艺都值得被看见 微博视频 #张艺兴掌掌眼#  ,,无,无,无,2019-03-25 19:05,微博视频,177067,1000000,102285
HmqkhnPen,#张艺兴掌掌眼# 去了趟博物馆 又过了把黄金瞳的瘾  学习了很多传统文化知识 希望大家也可以分享你们身边的传统文化 #电视剧黄金瞳# 微博视频 #张艺兴掌掌眼#  ,,无,无,无,2019-03-24 19:03,微博视频,192260,1000000,106638
Hm7s2eyyi,液色潮流正在蔓延，@MAC魅可 为你塑造一百种可能。今晚19:00， #幻液之唇# 直播见。http://t.cn/Exg90dM  #天猫超级品牌日#  原图 ,,http://wx3.sinaimg.cn/large/a157f83bly1g1brxfvw78j20m80godgi.jpg,无,无,2019-03-22 19:00,无,255980,1000000,154525
HlUwQvMYJ,祝H&M天猫官方旗舰店一周年快乐，现在搜索“HM”，获得来自春季的生日礼物，一起#穿行时髦#，用正确方式迎接春天@HM中国  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/a157f83bly1g1a6u21uujj22io1oib2e.jpg,http://ww4.sinaimg.cn/large/a157f83bly1g1a6u5bgskj220b30eu0z.jpg",无,无,2019-03-21 10:07,无,316167,1000000,126804
HlDGM26ux,自打有了黄金瞳  我都是多眸出街  原图 ,,http://wx1.sinaimg.cn/large/a157f83bly1g184jm777hj22rn45iu13.jpg,无,无,2019-03-19 15:14,无,400325,1000000,182366
Hl4Vz0tKJ,想说2件事1 @东方卫视极限挑战 我们又回来啦 欢迎新朋友 节目里不懂的可以问我 虽然我也还没完全明白2 听说今晚#青春有你#有种泥石流人名造句比较火 谁来用庄睿造个句 #电视剧黄金瞳#  [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/a157f83bly1g13v1k7fc3j21mc2fie84.jpg,http://ww4.sinaimg.cn/large/a157f83bly1g13v1l68drj21bs1bsdx9.jpg,http://ww2.sinaimg.cn/large/a157f83bly1g13v1i7es7j20ey0f0wf9.jpg",无,无,2019-03-15 22:45,无,324513,999781,199007
Hl0HKaPQf,春天到了 与@FarEastMovement远东韵律 的合作新曲《Lovebird》送给大家 希望你们在这个美好的季节里也能度过美好的时光 http://t.cn/EM1oaUQ努力努力xxxx的美拍  ,,无,"https://mvvideoshare2.meitudata.com/5c8b1e05ee681b67y85q941761_H264_1_74ed822f8ee10f.mp4?Expires=1648820096&ssig=VMZPVdREuH&KID=unistore,video",无,2019-03-15 12:00,微博视频号,199028,1000000,117883
HkoZNFWTG,《lovebird》with @FarEastMovement远东韵律 3月15日见  [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/a157f83bly1g0yprgdt4oj21900u0wld.jpg,http://ww3.sinaimg.cn/large/a157f83bly1g0yprg6ydmj21900u0qaa.jpg,http://ww1.sinaimg.cn/large/a157f83bly1g0ypri5dhvj26pc4gw1l0.jpg,http://ww3.sinaimg.cn/large/a157f83bly1g0yprkwonej251l3imu16.jpg",无,无,2019-03-11 12:00,无,267750,1000000,262629
Hk0lM1jxR,祝各位女性朋友们 节日快乐 每天都快乐 努力努力xxxx的美拍  ,,无,"https://mvvideoshare2.meitudata.com/5c826a3c1775c4g5c1lekn3919_H264_1_34e17ec63439f9.mp4?Expires=1648820097&ssig=s7uiOHDowF&KID=unistore,video",无,2019-03-08 21:15,微博视频号,364099,1000000,213535
HjyBK8XOQ,#电视剧黄金瞳# 为什么老说庄睿凭本事单身  原图 ,,http://wx4.sinaimg.cn/large/a157f83bly1g0santqgruj208d087wez.jpg,无,无,2019-03-05 22:38,无,322886,1000000,249401
HiW8mDsko,借我借我一双慧眼吧  原图 ,,http://wx1.sinaimg.cn/large/a157f83bly1g0nksk9eb0j20zk0nodnb.jpg,无,无,2019-03-01 20:41,无,363963,1000000,221231
HiM1Nv2BF,我的四弟 今天已经感叹很多次还是想再说一次 真的太像了 感谢@香港杜莎夫人蠟像館  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/a157f83bly1g0mc6imecbj256o3ggnpf.jpg,http://ww1.sinaimg.cn/large/a157f83bly1g0mc6lbvj4j23784sub2c.jpg,http://ww2.sinaimg.cn/large/a157f83bly1g0mc6nqauyj256o3ggb2b.jpg",无,无,2019-02-28 18:57,无,316850,1000000,195756
HitdDgSMS,庄睿让我帮忙发个微博帮他找下工作 #电视剧黄金瞳#  原图 ,,http://wx3.sinaimg.cn/large/a157f83bly1g0k169r7utj20yk1pcu0x.jpg,无,无,2019-02-26 19:04,无,276999,1000000,175366
HhTrr5G1b,看完了今晚的#青春有你# 也没等到《SHEEP》的表演 是安排在下期了吗？  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/a157f83bly1g0fn6saft5j22sg46o4qv.jpg,http://ww1.sinaimg.cn/large/a157f83bly1g0fn6t8fk1j20ac0egae3.jpg",无,无,2019-02-22 23:59,无,323859,1000000,168159
HhT18wiZC,庄老板下周见 #黄金瞳定档0226#  原图 ,,http://wx1.sinaimg.cn/large/a157f83bly1g0flalt39tj22ph1t1npi.jpg,无,无,2019-02-22 22:54,无,319613,1000000,124614
HhP7Fav2n,致敬时代偶像 尽情享受音乐 很尽兴的一次合作 Let’s Shut Up & Dance Let's shut up & dance (Dedicated to Michael Jackson)  ,,无,"https://c.y.qq.com/base/fcgi-bin/fcg_pyq_mv.fcg?vid=p0029g3ljvj&type=hd&code=af86a&tag=6233e5a3&Expires=1648820164&ssig=4nnL53pNuB&KID=unistore,video",无,2019-02-22 13:00,微博视频号,237453,1000000,131251
HhuHgbrTb,2月22日《Let’s Shut Up & Dance》 期待 努力努力xxxx的美拍  ,,无,"https://mvvideoshare2.meitudata.com/5c6ca0e140b2ecpbkhk60i8003_H264_1_6dd46912523c02.mp4?Expires=1648820165&ssig=tlMH25rxuh&KID=unistore,video",无,2019-02-20 09:00,微博视频号,210194,1000000,155458
HhqXcFhIJ,祝大家元宵节快乐 你们今天吃的都是什么馅儿的元宵呢 我先来 我吃的是姜汁黑芝麻的  原图 ,,http://wx2.sinaimg.cn/large/a157f83bly1g0c5fqj808j22bc332u0y.jpg,无,无,2019-02-19 23:28,无,356486,1000000,131848
HgAwDEu86,今天情人节 为同样没节过的大家准备了#情人节关爱金# 关注我与@让红包飞 并转发这条微博 给520个人 每人1314元红包 祝大家今天都不酸 都快乐 @微博抽奖平台 2月21日公布获奖名单  原图 ,,http://wx3.sinaimg.cn/large/a157f83bgy1g05pz2r00cj20ku112npd.jpg,无,无,2019-02-14 10:00,无,417435,980779,360183
HgrSW3zxB,祝·我没的过·但你们要好好过的·情人节 快乐 已经在@Milka妙卡 备好礼物了 快去领  原图 ,,http://wx4.sinaimg.cn/large/a157f83bly1g04nuj1k8lj21hc1hcx3r.jpg,无,无,2019-02-13 12:00,无,458052,1000000,263235
HfAhH2KFZ,大家过年吃好喝好了吗 我会抽出评论里过年吃饭吃得像欢哥这么香的1个人 超大糖福禄送你  原图 ,,http://wx2.sinaimg.cn/large/a157f83bgy1fzy2uqll18g20a60a64qv.gif,无,无,2019-02-07 19:32,微博 weibo.com,532031,1000000,307274
Hf8ZB5PAr,祝大家新年快乐好运莲莲 每天都有糖福禄 来抽奖吧 微博视频  ,,无,无,无,2019-02-04 22:04,微博视频,543074,1000000,292389
Hf8zzkWdw,明星动态  ,,无,无,无,2019-02-04 21:00,明星动态,252275,99494,28816
HeFPG0Tck,今晚#即刻电音#决赛夜 特别感谢李玟姐@CoCo李玟 前来助阵 期待宇宙队最后一次舞台🔥🔥🔥  原图 ,,http://wx3.sinaimg.cn/large/a157f83bly1fzr5z4pnjrj22cn1jbu0x.jpg,无,无,2019-02-01 19:50,无,287160,1000000,183778
HeygLoTI1,一会儿就是#即刻电音# 最后一次彩排 三个月即刻熬夜马上就要结束了 突然有点舍不得 明天直播决赛祝福@Anti-General @JasmineSokko楚晴 @陶乐然嘛DOLLARZOO 可以得到更多的支持和点赞 宇宙队加油  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/a157f83bly1fzq8kne7tcj21hc0u0guv.jpg,http://ww1.sinaimg.cn/large/a157f83bly1fzq8kqbso6j21hc0u0npd.jpg,http://ww3.sinaimg.cn/large/a157f83bly1fzq8kqy0psj21900u0wk2.jpg",无,无,2019-02-01 00:34,无,231223,509733,199281
Hd98l9Rgz,新的一年，想要努力去做的事情之一，就是多一点时间陪伴家人。一起用汰渍三色洗衣球 “洗”迎2019吧 #京晚8点 年味触手可及# http://t.cn/RSiFy20努力努力xxxx的美拍  ,,无,"https://mvvideoshare2.meitudata.com/5c46e58c18133w4hg07ks75030_H264_MP5c7cdb.mp4?Expires=1648820295&ssig=0%2BAeT06wJ3&KID=unistore,video",无,2019-01-22 18:45,微博视频号,236701,1000000,495794
HcW4y6alU,追梦时刻，快和我一起来一块入口即化的妙卡巧克力吧！让温暖融情的感觉，时刻伴随你。未来的追梦旅程，我也会和@Milka妙卡 一起为大家助力加油，一路挺你！http://t.cn/EqDT9Ff #暖融在心，挺你！#  原图 ,,http://wx4.sinaimg.cn/large/a157f83bly1fzdy7szjm4j20m80cijt0.jpg,无,无,2019-01-21 09:30,无,235969,590460,122109
HcRLcpr6l,今晚 爽演唱会见  [组图共6张] 原图 ,,"http://ww1.sinaimg.cn/large/a157f83bly1fzdf735087j23lh2ecnph.jpg,http://ww1.sinaimg.cn/large/a157f83bly1fzdf7f958yj23tg2jmu15.jpg,http://ww1.sinaimg.cn/large/a157f83bly1fzdf6vzd5pj24xo37q4qv.jpg,http://ww3.sinaimg.cn/large/a157f83bly1fzdf7ki7pbj244w2rau11.jpg,http://ww3.sinaimg.cn/large/a157f83bly1fzdf7qm3iij22s0460hdy.jpg,http://ww3.sinaimg.cn/large/a157f83bly1fzdf7uxvjmj23kn2drkjq.jpg",无,无,2019-01-20 22:31,无,356858,1000000,208128
Hcd61dOR2,在缘分海洋中最好的关系如同字母X一样 深爱 无限又紧密相连情人节 以X为盟探索心与心的交点邂逅那份最特别的专属情缘  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/a157f83bly1fz8fndeldwg20go0goe82.gif,http://ww3.sinaimg.cn/large/a157f83bly1fz8fnea6fdg20go0gohdv.gif,http://ww4.sinaimg.cn/large/a157f83bly1fz8fncwrjnj20ku0kujxy.jpg",无,无,2019-01-16 15:00,无,334026,1000000,254424
Hc2gU5699,我是@爱奇艺VIP会员 代言人张艺兴，快来@爱奇艺 和我一起分享尽兴时刻！视频中有福利，点赞有惊喜哦~#快乐要尽兴# 爱奇艺VIP会员代言人张艺兴完整版官宣  ,,无,"http://cache.m.iqiyi.com/tmts/1823283400/574cedf9c281cc12448104c5e4ef1fac/?type=mp4&qdv=1&t=1595830960140&src=02029022240000000000&vf=37e30e2033db5699d5b34c7a23bdb776&Expires=1648820296&ssig=oB9t3jyLq0&KID=unistore,video",无,2019-01-15 11:26,微博视频号,332844,792050,192560
HbD00jmfg,今天是宇宙队的出道舞台 风格完全不一样的我们通过音乐融合到一起 1+1+1+1+1+1>6 宇宙之队 有点昂贵 @Anti-General @胖大虎-HusH @JasmineSokko楚晴 @TSUNANO祖那諾 @DOLLARZOO #即刻电音#  [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/a157f83bly1fz40bmctsoj22bc3h0b2e.jpg,http://ww1.sinaimg.cn/large/a157f83bly1fz40btddswj21p4266kjm.jpg,http://ww4.sinaimg.cn/large/a157f83bly1fz40cac6ttj22bc3h0kjq.jpg",无,无,2019-01-12 19:06,无,244326,912141,218628
Hbgn5BdrZ,来来来，告诉你们一个秘密，我最爱的@蒙牛纯甄 又有新成员啦！那就是水果C位，红西柚口味的纯甄小蛮腰～新年限量首发传送门http://t.cn/EGFsSfy惊喜从今天开始～#纯甄小蛮腰 好喝到底# 努力努力xxxx的美拍  ,,无,"https://mvvideoshare2.meitudata.com/5c3617473c5dfnrzg40l794858_H264_MP5c370d.mp4?Expires=1648820407&ssig=YW99CTvTZU&KID=unistore,video",无,2019-01-10 09:30,微博视频号,195025,1000000,168712
HaIJDqy0P,今晚 不就是全民吐槽 我想开了  原图 ,,http://wx4.sinaimg.cn/large/a157f83bly1fyx3woxmn4j20p00qi77u.jpg,无,无,2019-01-06 19:52,无,489917,1000000,184877
HahMErG0R,歌词表达心意 曲调表达感情 音乐最纯粹 我们队的歌 无人之域 抢先版请听《无人之域》（原创）编曲/作曲/作词/演唱及表演：张艺兴/Anti-General/Jasmine沙漏的一瞬在失落的星辰黯淡我的眼光徘徊了一年留在那发梢已经无人知晓yeah稚嫩行星安于指间there’s nobody else nobody else like us片刻间你们早已不复存there’s nobody else nobody else like us我汇聚成永恒稍纵即逝的回忆彗星流泪铭记And now we rule the world And we do it like nobodyDo it like nobody我俯瞰着群山悬崖峭壁站立在巨人的背脊Nothing really scares meAnymoreYeah不停滞攀登着所有流言蜚语化成登顶阶梯 Nothing really scares meAnymoreYeah稚嫩行星安于指间there’s nobody else nobody else like us片刻间你们早已不复存there’s nobody else nobody else like us我汇聚成永恒努力努力xxxx的美拍                                 ,,无,"https://mvvideoshare2.meitudata.com/5c2f07a658812pjif4lzqh4886_H264_1_5fbfc01062e793.mp4?Expires=1648820411&ssig=uVyedMPGYu&KID=unistore,video",无,2019-01-03 23:15,微博视频号,261792,999100,221256
Ha4yniZ1q,新的一年，是@碧欧泉Biotherm 男士水动力系列陪伴我的第十一年，有它为肌肤加满保湿动力，#新肌新我一瓶释放#，也希望新的一年更加努力，把更好的作品送给你们。#新年你够新吗#现在前往碧欧泉天猫旗舰店【3.8现货速抢】碧欧泉男士水动力套装洗面奶爽肤水保湿乳补水就能get我的同款年货，以够新的自己迎接新一年！  原图 ,,http://wx4.sinaimg.cn/large/a157f83bly1fys6jsx68dj227o3bhqv8.jpg,无,无,2019-01-02 13:34,无,217167,1000000,102891
H9Vzkf1o4,2018年休息了八天 希望2019年能够休息七天 祝大家新年快乐 休息日比我的十倍还要多  ,,无,无,无,2019-01-01 14:42,无,498451,1000000,159429
H9POA0BxM,找对丢 到对走 自己对苍穹 艺德仁义 看玉珏圆缺兴废荣辱 探岁月实虚新对溃年对岁 快乐对伤悲大道至简 求沧海一粟家和纷繁 容宇宙万物  原图 ,,http://wx3.sinaimg.cn/large/a157f83bly1fyqdgmpw5mj22kw3vcb2q.jpg,无,无,2019-01-01 00:03,无,554047,1000000,177932
H8HCBEb7r,2019 一起加油 努力努力xxxx的美拍  ,,无,"https://mvvideoshare2.meitudata.com/5c205ee149b61cy4vnw28w3800_H264_1_4c4bc1f51341e6.mp4?Expires=1648820411&ssig=Rf64t9FLDx&KID=unistore,video",无,2018-12-24 13:21,微博视频号,309258,1000000,701631
H8sVBv2JW,在冬至 有火锅 有音乐 有朋友 大家冬至快乐 #即刻电音#  [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/a157f83bly1fyfypfs4ocj22ou1skqv5.jpg,http://ww3.sinaimg.cn/large/a157f83bly1fyfypc7m6ij234022o1l6.jpg",无,无,2018-12-22 23:57,无,381294,693572,182520
H6r8C0Yqj,不好意思 最近在美国做音乐 没赶上看节目 嗯 今天看了些片断 这个推荐冯提莫 和 kk 张这组制作人 是我做的决定 导演组 没有逼我 对我来说一加一等于二 就能满足推荐的资格 大于二是我的期待 小于二就请你走开 节目组当然有自己的人数标准 而我也愿意遵守规则 所以 请给各位制作人 和 节目组工作人员 一些掌声 和支持与理解                                 ,,无,无,无,2018-12-09 15:43,iPhone X,396917,543166,138535
H5YLi3Exc,吃着麻婆豆腐的外卖 也想给我师父亲手做一碗 祝师父生日快乐  原图 ,,http://wx2.sinaimg.cn/large/a157f83bly1fxx21nrgrfj232a2apx6q.jpg,无,无,2018-12-06 15:28,无,409185,1000000,227280
H5g6WfuKP,直播很卡吗 为什么  原图 ,,http://wx1.sinaimg.cn/large/a157f83bly1fxrkz8bx94j20tj1rz44m.jpg,无,无,2018-12-01 21:48,无,295326,1000000,269830
H4CbSfG0y,生日快乐 迅哥  原图 ,,http://wx1.sinaimg.cn/large/a157f83bgy1fxmoqwov62j20v90hltbx.jpg,无,无,2018-11-27 16:10,无,545333,1000000,174403
